Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1776502168,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776502169,10,,Aggregated,0.000000,0.000000,16,20,23,23,25,25,32,32,32,32,32,30,3,15,15.678203433344606,1.4257540024118498,32.06572100316407,48.8
1776502170,20,,Aggregated,0.000000,0.000000,15,19,22,23,24,25,26,32,32,32,32,80,7,15,15.44884210006785,1.4257540024118498,32.06572100316407,48.65
1776502171,30,,Aggregated,26.000000,3.000000,15,19,21,23,24,25,26,29,32,32,32,165,8,15,15.330211527488604,1.391669997246936,32.06572100316407,47.97575757575758
1776502172,40,,Aggregated,36.000000,3.000000,16,20,21,23,25,26,27,29,32,32,32,262,11,16,15.745994626150736,1.391669997246936,32.06572100316407,49.041984732824424
1776502173,50,,Aggregated,51.333333,2.666667,15,19,21,23,25,26,27,29,32,32,32,379,17,15,15.429004709919612,1.2639670021599159,32.06572100316407,48.32717678100264
1776502174,60,,Aggregated,62.500000,2.250000,16,19,21,23,25,26,27,30,5000,5000,5000,509,29,16,54.642428681767846,1.2639670021599159,5002.321599000425,47.83889980353634
1776502175,70,,Aggregated,72.000000,3.200000,16,19,21,23,25,26,27,29,5000,5000,5000,655,33,16,46.04208623527865,1.2639670021599159,5002.321599000425,48.10839694656489
1776502176,80,,Aggregated,81.333333,4.333333,16,20,21,23,25,26,27,32,5000,5000,5000,793,45,16,59.73190548686968,1.2639670021599159,5002.321599000425,48.002522068095836
1776502177,90,,Aggregated,90.285714,4.714286,16,20,22,23,25,26,29,5000,5000,5000,5000,965,60,16,77.68703787265632,1.2398940016282722,5002.321599000425,47.76580310880829
1776502178,100,,Aggregated,96.875000,5.250000,16,20,22,23,25,26,28,5000,5000,5000,5000,1153,69,16,80.50183704783883,1.2398940016282722,5002.406970997981,47.72679965307893
1776502179,100,,Aggregated,104.000000,6.555556,16,20,22,23,25,26,30,5000,5000,5000,5000,1343,88,16,104.78582445509264,1.2398940016282722,5002.406970997981,47.69545793000744
1776502180,100,,Aggregated,111.900000,6.800000,16,20,22,23,25,26,5000,5000,5000,5000,5000,1508,101,16,121.3723407646895,1.2398940016282722,5005.088876001537,47.57427055702918
1776502181,100,,Aggregated,127.800000,8.200000,16,20,22,23,25,27,5000,5000,5000,5000,5000,1691,118,16,148.21874470084714,1.2398940016282722,5005.088876001537,47.5612063867534
1776502182,100,,Aggregated,141.200000,9.000000,16,20,22,23,25,27,5000,5000,5000,5000,5000,1867,132,16,151.7293024210971,1.2398940016282722,5005.088876001537,47.72576325656133
1776502183,100,,Aggregated,150.500000,10.800000,16,20,22,23,25,27,5000,5000,5000,5000,5000,2034,148,16,152.74772185799725,1.2398940016282722,5005.088876001537,47.607669616519175
1776502184,100,,Aggregated,158.600000,12.200000,16,20,22,23,25,27,5000,5000,5000,5000,5000,2217,164,16,163.9591295837359,1.2398940016282722,5005.088876001537,47.54307622913848
1776502185,100,,Aggregated,164.200000,13.000000,16,20,22,23,25,27,5000,5000,5000,5000,5000,2406,187,16,177.1679308595902,1.2398940016282722,5005.088876001537,47.33208645054032
1776502186,100,,Aggregated,169.500000,13.600000,16,20,22,23,25,27,5000,5000,5000,5000,5000,2582,202,16,185.5055451232521,1.2398940016282722,5005.088876001537,47.37529047250194
1776502187,100,,Aggregated,174.200000,15.200000,16,20,22,23,25,27,5000,5000,5000,5000,5000,2777,216,16,184.34849603644156,1.19758999790065,5005.088876001537,47.3691033489377
1776502188,100,,Aggregated,177.700000,15.900000,16,20,22,23,25,27,5000,5000,5000,5000,5000,2959,231,16,185.74903233330235,1.19758999790065,5005.088876001537,47.38019601216627
1776502189,100,,Aggregated,179.700000,15.400000,16,20,22,23,26,27,5000,5000,5000,5000,5000,3135,241,16,185.6935857930532,1.1426600030972622,5005.088876001537,47.37416267942584
1776502190,100,,Aggregated,180.500000,16.100000,16,20,22,23,26,27,5000,5000,5000,5000,5000,3315,258,16,196.03808414997656,1.1426600030972622,5005.088876001537,47.35927601809955
1776502191,100,,Aggregated,180.200000,15.400000,16,20,22,23,26,27,5000,5000,5000,5000,5000,3521,279,16,199.63866850645294,1.1426600030972622,5005.088876001537,47.32661175802329
