Timestamp,RequestsPerSec,AvgLatency,ActiveBackends
2026-04-17T22:07:15Z,0.00,0.00,2
2026-04-17T22:07:20Z,0.00,0.00,2
2026-04-17T22:07:25Z,0.00,0.00,2
2026-04-17T22:07:30Z,0.00,0.00,2
2026-04-17T22:07:35Z,0.00,0.00,2
2026-04-17T22:07:40Z,0.00,0.00,2
2026-04-17T22:07:45Z,0.00,0.00,2
2026-04-17T22:07:50Z,0.00,0.00,2
2026-04-17T22:07:55Z,0.00,0.00,2
2026-04-17T22:08:00Z,0.00,0.00,2
2026-04-17T22:08:05Z,0.00,0.00,2
2026-04-17T22:08:10Z,0.00,0.00,2
2026-04-17T22:08:15Z,0.00,0.00,2
2026-04-17T22:08:20Z,0.00,0.00,2
2026-04-17T22:08:25Z,0.00,0.00,2
2026-04-17T22:08:30Z,0.00,0.00,2
2026-04-17T22:08:35Z,0.00,0.00,2
2026-04-17T22:08:40Z,0.00,0.00,2
2026-04-17T22:08:45Z,0.00,0.00,2
2026-04-17T22:08:50Z,0.00,0.00,2
2026-04-17T22:08:55Z,0.00,0.00,2
2026-04-17T22:09:00Z,0.00,0.00,2
2026-04-17T22:09:05Z,0.00,0.00,2
2026-04-17T22:09:10Z,0.00,0.00,2
2026-04-17T22:09:15Z,0.00,0.00,2
2026-04-17T22:09:20Z,0.00,0.00,2
2026-04-17T22:09:25Z,0.00,0.00,2
2026-04-17T22:09:30Z,0.00,0.00,2
2026-04-17T22:09:35Z,0.00,0.00,2
2026-04-17T22:09:40Z,0.00,0.00,2
2026-04-17T22:09:45Z,0.00,0.00,2
2026-04-17T22:09:50Z,0.00,0.00,2
2026-04-17T22:09:55Z,0.00,0.00,2
2026-04-17T22:10:00Z,0.00,0.00,2
2026-04-17T22:10:05Z,0.00,0.00,2
2026-04-17T22:10:10Z,0.00,0.00,2
2026-04-17T22:10:15Z,0.00,0.00,2
2026-04-17T22:10:20Z,0.00,0.00,2
2026-04-17T22:10:25Z,0.00,0.00,2
2026-04-17T22:10:30Z,0.00,0.00,2
2026-04-17T22:10:35Z,0.00,0.00,2
2026-04-17T22:10:40Z,0.00,0.00,2
2026-04-17T22:10:45Z,0.00,0.00,2
2026-04-17T22:10:50Z,0.01,11.50,2
2026-04-17T22:10:55Z,0.01,11.50,2
2026-04-17T22:11:00Z,0.02,13.75,2
2026-04-17T22:11:05Z,0.02,13.75,2
2026-04-17T22:11:10Z,0.02,13.75,2
2026-04-17T22:11:15Z,0.02,13.75,2
2026-04-17T22:11:20Z,0.02,13.75,2
2026-04-17T22:11:25Z,0.02,13.75,2
2026-04-17T22:11:30Z,0.02,13.75,2
2026-04-17T22:11:35Z,0.02,13.75,2
2026-04-17T22:11:40Z,0.01,13.75,2
2026-04-17T22:11:45Z,0.01,13.75,2
2026-04-17T22:11:50Z,0.01,13.75,2
2026-04-17T22:11:55Z,0.01,13.75,2
2026-04-17T22:12:00Z,0.01,13.75,2
2026-04-17T22:12:05Z,0.01,13.75,2
2026-04-17T22:12:10Z,0.06,15.59,2
2026-04-17T22:12:15Z,0.14,15.07,2
2026-04-17T22:12:20Z,0.22,15.43,2
2026-04-17T22:12:25Z,0.29,15.15,2
2026-04-17T22:12:30Z,0.32,15.03,2
2026-04-17T22:12:35Z,0.32,15.03,2
2026-04-17T22:12:40Z,0.31,15.03,2
2026-04-17T22:12:45Z,0.31,15.03,2
2026-04-17T22:12:50Z,0.30,15.03,2
2026-04-17T22:12:55Z,0.30,15.03,2
2026-04-17T22:13:00Z,0.29,15.03,2
2026-04-17T22:13:05Z,0.29,15.03,2
2026-04-17T22:13:10Z,0.29,15.03,2
2026-04-17T22:13:15Z,0.28,15.03,2
2026-04-17T22:13:20Z,0.28,15.03,2
2026-04-17T22:13:25Z,0.27,15.03,2
2026-04-17T22:13:30Z,0.27,15.03,2
2026-04-17T22:13:35Z,0.27,15.03,2
2026-04-17T22:13:40Z,0.26,15.03,2
2026-04-17T22:13:45Z,0.26,15.03,2
2026-04-17T22:13:50Z,0.26,15.03,2
2026-04-17T22:13:55Z,0.25,15.03,2
2026-04-17T22:14:00Z,0.25,15.03,2
2026-04-17T22:14:05Z,0.25,15.03,2
2026-04-17T22:14:10Z,0.25,15.03,2
2026-04-17T22:14:15Z,0.24,15.03,2
2026-04-17T22:14:20Z,0.30,12.04,2
2026-04-17T22:14:25Z,0.40,8.90,2
2026-04-17T22:14:30Z,0.48,7.35,2
2026-04-17T22:14:35Z,0.52,6.71,2
2026-04-17T22:14:40Z,0.58,6.06,2
2026-04-17T22:14:45Z,0.61,5.67,2
2026-04-17T22:14:50Z,0.67,5.12,2
2026-04-17T22:14:55Z,0.66,5.12,2
2026-04-17T22:15:00Z,0.65,5.12,2
2026-04-17T22:15:05Z,0.65,5.12,2
2026-04-17T22:15:10Z,0.64,5.12,2
2026-04-17T22:15:15Z,0.63,5.12,2
2026-04-17T22:15:20Z,0.63,5.12,2
2026-04-17T22:15:25Z,0.62,5.12,2
2026-04-17T22:15:30Z,0.61,5.12,2
2026-04-17T22:15:35Z,0.61,5.12,2
2026-04-17T22:15:40Z,0.60,5.12,2
2026-04-17T22:15:45Z,0.60,5.12,2
2026-04-17T22:15:50Z,0.59,5.12,2
2026-04-17T22:15:55Z,0.72,6.90,2
2026-04-17T22:16:00Z,1.60,10.61,2
2026-04-17T22:16:05Z,3.09,12.03,2
2026-04-17T22:16:10Z,4.60,12.35,2
2026-04-17T22:16:15Z,6.08,12.55,2
2026-04-17T22:16:20Z,7.51,12.74,2
2026-04-17T22:16:25Z,8.94,12.97,2
2026-04-17T22:16:30Z,10.34,13.07,2
2026-04-17T22:16:35Z,11.71,13.15,2
2026-04-17T22:16:40Z,13.08,13.18,2
2026-04-17T22:16:45Z,14.38,13.24,2
2026-04-17T22:16:50Z,15.69,13.26,2
2026-04-17T22:16:55Z,16.02,13.25,2
2026-04-17T22:17:00Z,15.89,13.25,2
2026-04-17T22:17:05Z,15.75,13.25,2
2026-04-17T22:17:10Z,15.62,13.25,2
2026-04-17T22:17:15Z,15.49,13.25,2
2026-04-17T22:17:20Z,15.37,13.25,2
2026-04-17T22:17:25Z,15.24,13.25,2
2026-04-17T22:17:30Z,15.12,13.25,2
2026-04-17T22:17:35Z,15.00,13.25,2
2026-04-17T22:17:40Z,17.76,13.26,2
2026-04-17T22:17:45Z,25.90,16.70,2
2026-04-17T22:17:50Z,35.63,25.29,2
2026-04-17T22:17:55Z,45.09,30.34,2
2026-04-17T22:18:00Z,54.45,33.54,2
2026-04-17T22:18:05Z,63.36,36.25,2
2026-04-17T22:18:10Z,72.46,37.64,2
2026-04-17T22:18:15Z,81.41,38.81,2
2026-04-17T22:18:20Z,90.05,39.82,2
2026-04-17T22:18:25Z,98.79,40.63,2
2026-04-17T22:18:30Z,107.25,41.30,2
2026-04-17T22:18:35Z,115.60,41.95,2
2026-04-17T22:18:40Z,123.89,42.40,2
2026-04-17T22:18:45Z,131.87,42.82,2
2026-04-17T22:18:50Z,140.04,43.16,2
2026-04-17T22:18:55Z,147.98,43.35,2
2026-04-17T22:19:00Z,155.86,43.59,2
2026-04-17T22:19:05Z,163.47,43.88,2
2026-04-17T22:19:10Z,170.97,44.16,2
2026-04-17T22:19:15Z,178.54,44.35,2
2026-04-17T22:19:20Z,185.76,44.56,2
2026-04-17T22:19:25Z,193.32,44.59,2
2026-04-17T22:19:30Z,200.59,44.68,2
2026-04-17T22:19:35Z,207.55,44.82,2
2026-04-17T22:19:40Z,214.53,44.99,2
2026-04-17T22:19:45Z,221.46,45.12,2
2026-04-17T22:19:50Z,228.14,45.27,2
2026-04-17T22:19:55Z,235.01,45.32,2
2026-04-17T22:20:00Z,241.56,45.46,2
2026-04-17T22:20:05Z,248.17,45.51,2
2026-04-17T22:20:10Z,254.78,45.53,2
2026-04-17T22:20:15Z,261.13,45.63,2
2026-04-17T22:20:20Z,267.29,45.70,2
2026-04-17T22:20:25Z,273.56,45.73,2
2026-04-17T22:20:30Z,279.77,45.75,2
2026-04-17T22:20:35Z,285.81,45.77,2
2026-04-17T22:20:40Z,291.86,45.84,2
2026-04-17T22:20:45Z,297.80,45.86,2
2026-04-17T22:20:50Z,303.65,45.90,2
2026-04-17T22:20:55Z,309.40,45.99,2
2026-04-17T22:21:00Z,315.17,46.03,2
2026-04-17T22:21:05Z,320.71,46.12,2
2026-04-17T22:21:10Z,326.20,46.16,2
2026-04-17T22:21:15Z,331.70,46.23,2
2026-04-17T22:21:20Z,337.18,46.26,2
2026-04-17T22:21:25Z,342.56,46.31,2
2026-04-17T22:21:30Z,347.98,46.32,2
2026-04-17T22:21:35Z,353.29,46.29,2
2026-04-17T22:21:40Z,358.45,46.34,2
2026-04-17T22:21:45Z,363.56,46.35,2
2026-04-17T22:21:50Z,368.63,46.39,2
2026-04-17T22:21:55Z,373.63,46.39,2
2026-04-17T22:22:00Z,378.52,46.42,2
2026-04-17T22:22:05Z,383.41,46.50,2
2026-04-17T22:22:10Z,388.15,46.56,2
2026-04-17T22:22:15Z,393.01,46.55,2
2026-04-17T22:22:20Z,397.73,46.57,2
2026-04-17T22:22:25Z,402.47,46.59,2
2026-04-17T22:22:30Z,407.00,46.65,2
2026-04-17T22:22:35Z,411.61,46.66,2
2026-04-17T22:22:40Z,410.91,46.67,2
2026-04-17T22:22:45Z,408.71,46.67,2
2026-04-17T22:22:50Z,406.54,46.67,2
2026-04-17T22:22:55Z,404.39,46.67,2
