Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/data,355916,0,210.0,212.3225644331135,29.538624999986496,1314.0376680000827,53.0,1186.4180683544068,0.0,210,230,250,280,320,340,410,440,790,1200,1300
POST,/api/data (POST),44513,0,210.0,211.9714380336535,36.06858300008753,1130.2857930000982,53.0,148.38059395098762,0.0,210,230,250,280,320,340,410,440,750,1000,1100
GET,/health,44296,0,130.0,147.82397356115655,26.738290999901437,1208.0524590001005,2.0,147.65724147222042,0.0,130,160,200,210,260,310,350,420,720,1100,1200
,Aggregated,444725,0,200.0,205.86315857402434,26.738290999901437,1314.0376680000827,47.92024059812243,1482.4559037776148,0.0,200,220,240,270,320,340,410,440,790,1200,1300
