Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/data,304724,0,230.0,267.36969073092087,34.677708000003804,2698.419543,53.0,1015.8117967798939,0.0,230,290,320,340,420,500,700,920,1600,1900,2700
POST,/api/data (POST),37962,0,230.0,267.0491929021126,38.31300000001647,2079.104043000001,53.0,126.54811379923581,0.0,230,290,320,340,420,510,700,920,1700,2000,2100
GET,/health,38073,0,180.0,210.03534882882903,28.267790999962017,2046.2634600000058,2.0,126.91813752379497,0.0,180,230,270,300,380,470,660,860,1700,2000,2000
,Aggregated,380759,0,230.0,261.6047393106902,28.267790999962017,2698.419543,47.90038843467915,1269.2780481029247,0.0,230,290,320,330,410,500,700,920,1700,1900,2700
